IP,total_requests,requests_per_minute,unique_url_count,avg_url_length,avg_response_bytes,total_response_bytes,status_4xx_ratio,status_5xx_ratio,error_ratio_4xx_5xx,suspicious_uri_count,suspicious_uri_ratio,avg_request_interval_sec,min_request_interval_sec,method_ratio_GET,method_ratio_HEAD,method_ratio_OTHER,method_ratio_POST
54.36.149.88,9,0.03666734569158688,9,128.88888888888889,30880.222222222223,277922,0.0,0.0,0.0,0,0.0,1555.5,149.0,1.0,0.0,0.0,0.0
54.36.148.72,9,0.03666734569158688,9,85.44444444444444,29847.666666666668,268629,0.0,0.0,0.0,0,0.0,1586.75,179.0,1.0,0.0,0.0,0.0
5.209.236.145,9,0.03666734569158688,9,47.333333333333336,7198.0,64782,0.0,0.0,0.0,0,0.0,0.375,0.0,1.0,0.0,0.0,0.0
5.125.6.252,9,0.03666734569158688,7,26.88888888888889,16883.555555555555,151952,0.6666666666666666,0.0,0.6666666666666666,0,0.0,0.375,0.0,1.0,0.0,0.0,0.0
54.36.149.49,9,0.03666734569158688,9,77.33333333333333,32843.11111111111,295588,0.0,0.0,0.0,0,0.0,1519.75,333.0,1.0,0.0,0.0,0.0
2.179.35.7,9,0.03666734569158688,9,12.0,4394.666666666667,39552,0.0,0.0,0.0,0,0.0,674.25,5.0,1.0,0.0,0.0,0.0
54.36.148.73,9,0.03666734569158688,9,59.666666666666664,25383.88888888889,228455,0.0,0.0,0.0,0,0.0,1488.375,407.0,1.0,0.0,0.0,0.0
5.73.213.199,9,0.03666734569158688,9,11.777777777777779,4516.777777777777,40651,0.0,0.0,0.0,0,0.0,36.5,0.0,1.0,0.0,0.0,0.0
86.55.179.167,9,0.03666734569158688,9,12.0,4995.777777777777,44962,0.0,0.0,0.0,0,0.0,716.875,1.0,1.0,0.0,0.0,0.0
91.251.170.79,9,0.03666734569158688,9,12.0,3635.1111111111113,32716,0.0,0.0,0.0,0,0.0,29.25,0.0,1.0,0.0,0.0,0.0
54.36.149.22,9,0.03666734569158688,9,87.22222222222223,24889.444444444445,224005,0.0,0.0,0.0,0,0.0,1654.625,334.0,1.0,0.0,0.0,0.0
54.36.149.31,9,0.03666734569158688,9,42.44444444444444,30314.555555555555,272831,0.0,0.0,0.0,0,0.0,1545.25,322.0,1.0,0.0,0.0,0.0
54.36.149.21,9,0.03666734569158688,9,59.333333333333336,31348.11111111111,282133,0.0,0.0,0.0,0,0.0,1518.5,428.0,1.0,0.0,0.0,0.0
40.77.189.109,9,0.03666734569158688,9,31.444444444444443,12048.222222222223,108434,0.0,0.0,0.0,0,0.0,1.875,0.0,1.0,0.0,0.0,0.0
40.77.189.193,9,0.03666734569158688,8,27.333333333333332,6608.777777777777,59479,0.0,0.0,0.0,0,0.0,1137.0,0.0,1.0,0.0,0.0,0.0
188.159.234.60,9,0.03666734569158688,9,33.55555555555556,9009.444444444445,81085,0.0,0.0,0.0,0,0.0,0.625,0.0,1.0,0.0,0.0,0.0
54.36.148.202,9,0.03666734569158688,9,60.666666666666664,20001.666666666668,180015,0.0,0.0,0.0,0,0.0,1636.375,152.0,1.0,0.0,0.0,0.0
54.36.148.199,9,0.03666734569158688,9,68.55555555555556,30255.777777777777,272302,0.0,0.0,0.0,0,0.0,1306.375,85.0,1.0,0.0,0.0,0.0
46.101.197.229,9,0.03666734569158688,8,12.0,5065.555555555556,45590,0.0,0.0,0.0,0,0.0,116.75,1.0,1.0,0.0,0.0,0.0
54.36.148.198,9,0.03666734569158688,9,93.44444444444444,32512.444444444445,292612,0.0,0.0,0.0,0,0.0,1627.75,284.0,1.0,0.0,0.0,0.0
54.36.148.194,9,0.03666734569158688,9,86.88888888888889,32085.444444444445,288769,0.0,0.0,0.0,0,0.0,1627.75,43.0,1.0,0.0,0.0,0.0
54.36.149.83,9,0.03666734569158688,9,57.0,32379.0,291411,0.0,0.0,0.0,0,0.0,1747.5,681.0,1.0,0.0,0.0,0.0
64.233.172.228,9,0.03666734569158688,9,16.444444444444443,6786.888888888889,61082,0.0,0.0,0.0,0,0.0,356.875,0.0,1.0,0.0,0.0,0.0
54.36.149.79,9,0.03666734569158688,9,89.33333333333333,21195.666666666668,190761,0.0,0.0,0.0,0,0.0,1376.875,55.0,1.0,0.0,0.0,0.0
54.36.148.210,9,0.03666734569158688,9,65.0,18098.333333333332,162885,0.0,0.0,0.0,0,0.0,1332.0,14.0,1.0,0.0,0.0,0.0
54.36.148.21,9,0.03666734569158688,9,94.66666666666667,30043.0,270387,0.0,0.0,0.0,0,0.0,1118.0,55.0,1.0,0.0,0.0,0.0
54.36.148.222,9,0.03666734569158688,9,107.88888888888889,26291.777777777777,236626,0.0,0.0,0.0,0,0.0,1207.5,510.0,1.0,0.0,0.0,0.0
54.36.148.219,9,0.03666734569158688,9,61.44444444444444,28642.11111111111,257779,0.0,0.0,0.0,0,0.0,1563.375,80.0,1.0,0.0,0.0,0.0
54.36.148.225,9,0.03666734569158688,9,97.0,28197.0,253773,0.0,0.0,0.0,0,0.0,1335.25,75.0,1.0,0.0,0.0,0.0
54.36.148.206,9,0.03666734569158688,9,41.55555555555556,30376.555555555555,273389,0.0,0.0,0.0,0,0.0,1421.25,664.0,1.0,0.0,0.0,0.0
54.36.148.179,9,0.03666734569158688,9,86.0,25418.444444444445,228766,0.0,0.0,0.0,0,0.0,1474.75,458.0,1.0,0.0,0.0,0.0
54.36.148.140,9,0.03666734569158688,9,76.0,26626.333333333332,239637,0.0,0.0,0.0,0,0.0,1616.5,783.0,1.0,0.0,0.0,0.0
5.212.174.91,9,0.03666734569158688,7,18.77777777777778,13091.888888888889,117827,0.5555555555555556,0.0,0.5555555555555556,0,0.0,0.25,0.0,1.0,0.0,0.0,0.0
5.212.209.255,9,0.03666734569158688,7,25.333333333333332,17135.444444444445,154219,0.6666666666666666,0.0,0.6666666666666666,0,0.0,0.375,0.0,1.0,0.0,0.0,0.0
54.36.148.147,9,0.03666734569158688,9,49.44444444444444,29523.333333333332,265710,0.0,0.0,0.0,0,0.0,1708.375,170.0,1.0,0.0,0.0,0.0
54.36.148.186,9,0.03666734569158688,9,64.77777777777777,27310.88888888889,245798,0.1111111111111111,0.0,0.1111111111111111,0,0.0,1640.375,324.0,1.0,0.0,0.0,0.0
89.198.187.220,9,0.03666734569158688,1,12.0,0.0,0,0.0,0.0,0.0,0,0.0,137.75,18.0,1.0,0.0,0.0,0.0
54.36.148.12,9,0.03666734569158688,9,74.77777777777777,31933.666666666668,287403,0.0,0.0,0.0,0,0.0,1540.75,619.0,1.0,0.0,0.0,0.0
54.36.148.64,9,0.03666734569158688,9,79.22222222222223,25407.444444444445,228667,0.0,0.0,0.0,0,0.0,1303.5,40.0,1.0,0.0,0.0,0.0
54.36.149.97,9,0.03666734569158688,9,96.55555555555556,25206.555555555555,226859,0.0,0.0,0.0,0,0.0,1652.375,242.0,1.0,0.0,0.0,0.0
54.36.148.130,9,0.03666734569158688,9,92.44444444444444,29451.666666666668,265065,0.0,0.0,0.0,0,0.0,748.625,85.0,1.0,0.0,0.0,0.0
89.196.213.161,9,0.03666734569158688,9,12.0,3635.1111111111113,32716,0.0,0.0,0.0,0,0.0,7.25,0.0,1.0,0.0,0.0,0.0
54.36.148.67,9,0.03666734569158688,9,72.66666666666667,29239.11111111111,263152,0.0,0.0,0.0,0,0.0,1367.75,204.0,1.0,0.0,0.0,0.0
54.36.148.60,9,0.03666734569158688,9,111.66666666666667,31946.222222222223,287516,0.0,0.0,0.0,0,0.0,1560.5,141.0,1.0,0.0,0.0,0.0
192.15.100.118,9,0.03666734569158688,9,45.0,9716.888888888889,87452,0.0,0.0,0.0,0,0.0,2.375,0.0,1.0,0.0,0.0,0.0
54.36.148.59,9,0.03666734569158688,9,103.77777777777777,21747.11111111111,195724,0.0,0.0,0.0,0,0.0,950.125,45.0,1.0,0.0,0.0,0.0
142.93.144.69,9,0.03666734569158688,9,12.0,3647.5555555555557,32828,0.0,0.0,0.0,0,0.0,47.625,0.0,1.0,0.0,0.0,0.0
5.116.32.83,9,0.03666734569158688,9,45.888888888888886,15841.0,142569,0.0,0.0,0.0,0,0.0,5.25,0.0,1.0,0.0,0.0,0.0
167.114.236.17,9,0.03666734569158688,9,12.0,3723.222222222222,33509,0.0,0.0,0.0,0,0.0,13.75,0.0,1.0,0.0,0.0,0.0
207.46.13.157,9,0.03666734569158688,6,21.444444444444443,32711.666666666668,294405,0.0,0.0,0.0,0,0.0,38.25,3.0,1.0,0.0,0.0,0.0
54.36.148.172,9,0.03666734569158688,9,127.0,27404.666666666668,246642,0.0,0.0,0.0,0,0.0,1425.125,42.0,1.0,0.0,0.0,0.0
54.36.148.158,9,0.03666734569158688,9,77.55555555555556,18043.777777777777,162394,0.0,0.0,0.0,0,0.0,1124.75,91.0,1.0,0.0,0.0,0.0
54.36.148.110,9,0.03666734569158688,9,48.77777777777778,22100.0,198900,0.0,0.0,0.0,0,0.0,1639.0,285.0,1.0,0.0,0.0,0.0
54.36.149.106,9,0.03666734569158688,9,66.44444444444444,24946.444444444445,224518,0.0,0.0,0.0,0,0.0,1734.0,433.0,1.0,0.0,0.0,0.0
5.218.187.25,9,0.03666734569158688,7,25.666666666666668,17213.88888888889,154925,0.6666666666666666,0.0,0.6666666666666666,0,0.0,0.25,0.0,1.0,0.0,0.0,0.0
54.36.148.36,9,0.03666734569158688,9,43.77777777777778,30324.222222222223,272918,0.0,0.0,0.0,0,0.0,1123.5,154.0,1.0,0.0,0.0,0.0
54.36.149.17,9,0.03666734569158688,9,85.88888888888889,35716.333333333336,321447,0.0,0.0,0.0,0,0.0,1322.0,76.0,1.0,0.0,0.0,0.0
54.36.149.13,9,0.03666734569158688,9,93.88888888888889,28892.444444444445,260032,0.0,0.0,0.0,0,0.0,1718.625,40.0,1.0,0.0,0.0,0.0
180.94.67.153,9,0.03666734569158688,9,45.111111111111114,11448.222222222223,103034,0.1111111111111111,0.0,0.1111111111111111,0,0.0,0.875,0.0,1.0,0.0,0.0,0.0
54.36.149.102,9,0.03666734569158688,9,81.22222222222223,17918.11111111111,161263,0.0,0.0,0.0,0,0.0,1384.375,133.0,1.0,0.0,0.0,0.0
54.36.149.100,9,0.03666734569158688,9,102.55555555555556,22368.222222222223,201314,0.0,0.0,0.0,0,0.0,1155.25,305.0,1.0,0.0,0.0,0.0
83.122.171.225,8,0.03259319617029945,8,12.0,26257.0,210056,0.0,0.0,0.0,0,0.0,31.285714285714285,0.0,1.0,0.0,0.0,0.0
2.177.154.167,8,0.03259319617029945,8,12.0,3818.125,30545,0.0,0.0,0.0,0,0.0,74.0,0.0,1.0,0.0,0.0,0.0
46.224.128.207,8,0.03259319617029945,8,12.0,4618.5,36948,0.0,0.0,0.0,0,0.0,52.285714285714285,0.0,1.0,0.0,0.0,0.0
54.36.148.34,8,0.03259319617029945,8,59.125,29343.625,234749,0.0,0.0,0.0,0,0.0,1283.5714285714287,583.0,1.0,0.0,0.0,0.0
54.36.148.255,8,0.03259319617029945,8,78.5,21921.25,175370,0.0,0.0,0.0,0,0.0,1641.0,282.0,1.0,0.0,0.0,0.0
91.251.24.98,8,0.03259319617029945,8,46.0,9969.375,79755,0.0,0.0,0.0,0,0.0,0.8571428571428571,0.0,1.0,0.0,0.0,0.0
54.36.148.235,8,0.03259319617029945,8,80.875,21092.875,168743,0.0,0.0,0.0,0,0.0,1552.4285714285713,11.0,1.0,0.0,0.0,0.0
109.125.161.88,8,0.03259319617029945,6,26.0,19076.75,152614,0.75,0.0,0.75,0,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.0
199.58.86.211,8,0.03259319617029945,2,6.0,53403.5,427228,0.0,0.0,0.0,0,0.0,904.0,1.0,1.0,0.0,0.0,0.0
195.181.42.3,8,0.03259319617029945,5,12.0,2860.75,22886,0.0,0.0,0.0,0,0.0,359.14285714285717,0.0,1.0,0.0,0.0,0.0
5.217.79.34,8,0.03259319617029945,8,27.25,13770.625,110165,0.0,0.0,0.0,0,0.0,2.7142857142857144,0.0,1.0,0.0,0.0,0.0
54.36.149.15,8,0.03259319617029945,8,43.375,25953.75,207630,0.0,0.0,0.0,0,0.0,1768.142857142857,896.0,1.0,0.0,0.0,0.0
2.177.86.202,8,0.03259319617029945,8,12.0,3824.25,30594,0.0,0.0,0.0,0,0.0,168.28571428571428,0.0,1.0,0.0,0.0,0.0
5.217.93.10,8,0.03259319617029945,8,11.5,2655.875,21247,0.0,0.0,0.0,0,0.0,20.142857142857142,0.0,1.0,0.0,0.0,0.0
5.123.10.0,8,0.03259319617029945,8,60.25,6420.375,51363,0.0,0.0,0.0,0,0.0,22.571428571428573,0.0,1.0,0.0,0.0,0.0
54.36.149.48,8,0.03259319617029945,8,80.125,25021.0,200168,0.0,0.0,0.0,0,0.0,1290.2857142857142,46.0,1.0,0.0,0.0,0.0
5.124.83.236,8,0.03259319617029945,8,12.0,3876.75,31014,0.0,0.0,0.0,0,0.0,61.42857142857143,0.0,1.0,0.0,0.0,0.0
54.36.149.12,8,0.03259319617029945,8,50.0,25121.125,200969,0.0,0.0,0.0,0,0.0,1758.142857142857,136.0,1.0,0.0,0.0,0.0
54.36.149.4,8,0.03259319617029945,8,62.75,33358.125,266865,0.0,0.0,0.0,0,0.0,1962.4285714285713,210.0,1.0,0.0,0.0,0.0
5.117.98.74,8,0.03259319617029945,8,12.0,3785.125,30281,0.0,0.0,0.0,0,0.0,137.28571428571428,0.0,1.0,0.0,0.0,0.0
178.131.92.246,8,0.03259319617029945,7,21.0,14726.5,117812,0.625,0.0,0.625,0,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0
54.36.149.96,8,0.03259319617029945,8,107.625,33752.625,270021,0.0,0.0,0.0,0,0.0,1294.4285714285713,214.0,1.0,0.0,0.0,0.0
54.36.148.93,8,0.03259319617029945,8,60.75,33565.0,268520,0.0,0.0,0.0,0,0.0,1892.4285714285713,513.0,1.0,0.0,0.0,0.0
54.36.148.91,8,0.03259319617029945,8,64.875,20250.125,162001,0.0,0.0,0.0,0,0.0,1747.4285714285713,34.0,1.0,0.0,0.0,0.0
54.36.148.92,8,0.03259319617029945,8,80.375,21278.25,170226,0.0,0.0,0.0,0,0.0,1369.857142857143,233.0,1.0,0.0,0.0,0.0
5.210.49.94,8,0.03259319617029945,8,11.625,6494.875,51959,0.0,0.0,0.0,0,0.0,70.0,1.0,1.0,0.0,0.0,0.0
5.73.38.185,8,0.03259319617029945,8,12.0,3812.875,30503,0.0,0.0,0.0,0,0.0,3.5714285714285716,0.0,1.0,0.0,0.0,0.0
54.36.148.71,8,0.03259319617029945,8,47.75,24375.0,195000,0.125,0.0,0.125,0,0.0,1976.142857142857,17.0,1.0,0.0,0.0,0.0
54.36.148.74,8,0.03259319617029945,8,63.75,18165.25,145322,0.0,0.0,0.0,0,0.0,1787.2857142857142,163.0,1.0,0.0,0.0,0.0
5.232.9.178,8,0.03259319617029945,8,12.0,3640.375,29123,0.0,0.0,0.0,0,0.0,28.428571428571427,0.0,1.0,0.0,0.0,0.0
54.36.148.75,8,0.03259319617029945,8,112.5,25955.375,207643,0.0,0.0,0.0,0,0.0,1496.7142857142858,138.0,1.0,0.0,0.0,0.0
54.36.149.51,8,0.03259319617029945,8,61.75,33493.25,267946,0.0,0.0,0.0,0,0.0,1889.7142857142858,318.0,1.0,0.0,0.0,0.0
54.36.149.59,8,0.03259319617029945,8,70.625,30767.25,246138,0.0,0.0,0.0,0,0.0,2017.857142857143,20.0,1.0,0.0,0.0,0.0
54.36.149.6,8,0.03259319617029945,8,58.75,28491.375,227931,0.0,0.0,0.0,0,0.0,1858.0,309.0,1.0,0.0,0.0,0.0
54.36.149.5,8,0.03259319617029945,8,108.0,17789.0,142312,0.0,0.0,0.0,0,0.0,1911.5714285714287,173.0,1.0,0.0,0.0,0.0
86.55.140.72,8,0.03259319617029945,8,54.875,10533.625,84269,0.0,0.0,0.0,0,0.0,12.857142857142858,0.0,1.0,0.0,0.0,0.0
5.127.174.90,8,0.03259319617029945,7,71.375,15213.875,121711,0.625,0.0,0.625,0,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0
5.127.177.153,8,0.03259319617029945,8,12.0,3619.25,28954,0.0,0.0,0.0,0,0.0,11.428571428571429,0.0,1.0,0.0,0.0,0.0
5.208.40.62,8,0.03259319617029945,5,12.0,2491.5,19932,0.0,0.0,0.0,0,0.0,56.142857142857146,0.0,1.0,0.0,0.0,0.0
5.127.38.139,8,0.03259319617029945,8,12.0,4722.5,37780,0.0,0.0,0.0,0,0.0,188.0,1.0,1.0,0.0,0.0,0.0
54.36.148.68,8,0.03259319617029945,8,90.625,26448.75,211590,0.0,0.0,0.0,0,0.0,1929.7142857142858,212.0,1.0,0.0,0.0,0.0
54.36.148.57,8,0.03259319617029945,8,81.5,28055.75,224446,0.0,0.0,0.0,0,0.0,1811.0,52.0,1.0,0.0,0.0,0.0
54.36.148.100,8,0.03259319617029945,8,93.5,28705.25,229642,0.0,0.0,0.0,0,0.0,2048.1428571428573,349.0,1.0,0.0,0.0,0.0
5.78.87.15,8,0.03259319617029945,7,78.625,15003.0,120024,0.625,0.0,0.625,0,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0
54.36.148.58,8,0.03259319617029945,8,94.25,30376.75,243014,0.0,0.0,0.0,0,0.0,1470.0,107.0,1.0,0.0,0.0,0.0
54.36.148.46,8,0.03259319617029945,8,67.125,20819.875,166559,0.0,0.0,0.0,0,0.0,1536.2857142857142,170.0,1.0,0.0,0.0,0.0
192.15.246.55,8,0.03259319617029945,8,12.0,3876.75,31014,0.0,0.0,0.0,0,0.0,314.14285714285717,0.0,1.0,0.0,0.0,0.0
54.36.148.121,8,0.03259319617029945,8,103.625,21660.5,173284,0.0,0.0,0.0,0,0.0,852.0,71.0,1.0,0.0,0.0,0.0
5.212.254.68,8,0.03259319617029945,8,11.875,5991.75,47934,0.0,0.0,0.0,0,0.0,119.71428571428571,1.0,1.0,0.0,0.0,0.0
37.148.21.209,8,0.03259319617029945,7,49.875,15242.375,121939,0.625,0.0,0.625,0,0.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0
54.36.148.134,8,0.03259319617029945,8,94.625,29941.875,239535,0.0,0.0,0.0,0,0.0,1588.142857142857,175.0,1.0,0.0,0.0,0.0
54.36.148.150,8,0.03259319617029945,8,81.625,34117.5,272940,0.0,0.0,0.0,0,0.0,1629.7142857142858,25.0,1.0,0.0,0.0,0.0
54.36.148.154,8,0.03259319617029945,8,122.375,31440.0,251520,0.0,0.0,0.0,0,0.0,1898.7142857142858,286.0,1.0,0.0,0.0,0.0
54.36.148.156,8,0.03259319617029945,8,64.0,29809.625,238477,0.0,0.0,0.0,0,0.0,1577.857142857143,100.0,1.0,0.0,0.0,0.0
54.36.148.162,8,0.03259319617029945,8,67.5,25828.625,206629,0.0,0.0,0.0,0,0.0,1245.5714285714287,139.0,1.0,0.0,0.0,0.0
54.36.148.16,8,0.03259319617029945,8,86.625,30464.375,243715,0.0,0.0,0.0,0,0.0,1310.5714285714287,41.0,1.0,0.0,0.0,0.0
54.36.148.108,8,0.03259319617029945,8,97.125,21953.375,175627,0.0,0.0,0.0,0,0.0,1269.142857142857,1.0,1.0,0.0,0.0,0.0
37.156.114.179,8,0.03259319617029945,8,12.0,4452.375,35619,0.0,0.0,0.0,0,0.0,32.42857142857143,0.0,1.0,0.0,0.0,0.0
37.156.63.146,8,0.03259319617029945,8,32.625,9955.5,79644,0.0,0.0,0.0,0,0.0,1.2857142857142858,0.0,1.0,0.0,0.0,0.0
54.36.148.109,8,0.03259319617029945,8,56.0,32385.5,259084,0.0,0.0,0.0,0,0.0,1750.857142857143,24.0,1.0,0.0,0.0,0.0
192.15.135.20,8,0.03259319617029945,8,35.625,10850.125,86801,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54.37.74.122,8,0.03259319617029945,8,11.5,5551.125,44409,0.0,0.0,0.0,0,0.0,166.71428571428572,0.0,1.0,0.0,0.0,0.0
54.36.148.118,8,0.03259319617029945,8,47.125,29872.375,238979,0.0,0.0,0.0,0,0.0,1837.2857142857142,404.0,1.0,0.0,0.0,0.0
54.36.148.252,8,0.03259319617029945,8,86.0,24489.625,195917,0.0,0.0,0.0,0,0.0,1023.1428571428571,317.0,1.0,0.0,0.0,0.0
54.36.148.253,8,0.03259319617029945,8,71.625,36011.875,288095,0.0,0.0,0.0,0,0.0,1983.5714285714287,89.0,1.0,0.0,0.0,0.0
89.36.56.77,8,0.03259319617029945,7,12.0,4511.375,36091,0.0,0.0,0.0,0,0.0,230.57142857142858,21.0,1.0,0.0,0.0,0.0
54.36.148.135,8,0.03259319617029945,8,56.25,32272.25,258178,0.0,0.0,0.0,0,0.0,1882.0,333.0,1.0,0.0,0.0,0.0
204.18.3.111,8,0.03259319617029945,8,11.625,2821.0,22568,0.0,0.0,0.0,0,0.0,33.714285714285715,13.0,1.0,0.0,0.0,0.0
5.160.119.97,8,0.03259319617029945,6,21.375,10544.5,84356,0.625,0.0,0.625,0,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0
66.249.93.35,8,0.03259319617029945,8,51.875,24063.375,192507,0.0,0.0,0.0,0,0.0,1532.5714285714287,1.0,1.0,0.0,0.0,0.0
5.113.135.135,8,0.03259319617029945,8,35.375,10237.125,81897,0.0,0.0,0.0,0,0.0,0.5714285714285714,0.0,1.0,0.0,0.0,0.0
54.36.148.182,8,0.03259319617029945,8,57.5,24031.375,192251,0.0,0.0,0.0,0,0.0,1755.857142857143,11.0,1.0,0.0,0.0,0.0
54.36.148.251,8,0.03259319617029945,8,86.75,29623.0,236984,0.0,0.0,0.0,0,0.0,1556.7142857142858,385.0,1.0,0.0,0.0,0.0
54.36.148.248,8,0.03259319617029945,8,64.375,32008.75,256070,0.0,0.0,0.0,0,0.0,1726.5714285714287,25.0,1.0,0.0,0.0,0.0
54.36.148.188,8,0.03259319617029945,8,33.875,27618.875,220951,0.0,0.0,0.0,0,0.0,1781.857142857143,524.0,1.0,0.0,0.0,0.0
54.36.149.85,8,0.03259319617029945,8,95.125,29639.5,237116,0.0,0.0,0.0,0,0.0,1798.142857142857,270.0,1.0,0.0,0.0,0.0
188.211.189.185,8,0.03259319617029945,6,26.0,18476.5,147812,0.75,0.0,0.75,0,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.0
54.36.149.84,8,0.03259319617029945,8,82.5,32099.625,256797,0.0,0.0,0.0,0,0.0,2085.1428571428573,368.0,1.0,0.0,0.0,0.0
54.36.148.208,8,0.03259319617029945,8,80.25,26070.625,208565,0.0,0.0,0.0,0,0.0,1548.2857142857142,79.0,1.0,0.0,0.0,0.0
54.36.148.211,8,0.03259319617029945,8,69.25,28393.875,227151,0.0,0.0,0.0,0,0.0,2002.2857142857142,25.0,1.0,0.0,0.0,0.0
54.36.148.200,8,0.03259319617029945,8,105.5,35353.5,282828,0.0,0.0,0.0,0,0.0,1926.7142857142858,92.0,1.0,0.0,0.0,0.0
207.154.249.215,8,0.03259319617029945,5,12.0,3862.125,30897,0.0,0.0,0.0,0,0.0,219.14285714285714,15.0,1.0,0.0,0.0,0.0
5.134.151.138,8,0.03259319617029945,8,23.0,189.0,1512,1.0,0.0,1.0,0,0.0,79.57142857142857,15.0,1.0,0.0,0.0,0.0
91.251.35.28,7,0.02851904664901202,7,11.571428571428571,2571.1428571428573,17998,0.0,0.0,0.0,0,0.0,17.666666666666668,0.0,1.0,0.0,0.0,0.0
91.251.121.126,7,0.02851904664901202,7,12.0,3893.0,27251,0.0,0.0,0.0,0,0.0,238.66666666666666,0.0,1.0,0.0,0.0,0.0
95.216.2.253,7,0.02851904664901202,7,68.42857142857143,58755.42857142857,411288,0.0,0.0,0.0,0,0.0,9.833333333333334,7.0,1.0,0.0,0.0,0.0
5.217.211.97,7,0.02851904664901202,7,26.714285714285715,41087.142857142855,287610,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.0,0.0,0.0
5.216.98.209,7,0.02851904664901202,7,11.571428571428571,2571.1428571428573,17998,0.0,0.0,0.0,0,0.0,7.5,0.0,1.0,0.0,0.0,0.0
83.122.30.90,7,0.02851904664901202,7,11.571428571428571,2571.1428571428573,17998,0.0,0.0,0.0,0,0.0,56.666666666666664,0.0,1.0,0.0,0.0,0.0
83.122.180.216,7,0.02851904664901202,7,12.0,3941.714285714286,27592,0.0,0.0,0.0,0,0.0,113.83333333333333,0.0,1.0,0.0,0.0,0.0
151.242.207.140,7,0.02851904664901202,7,12.0,4311.142857142857,30178,0.0,0.0,0.0,0,0.0,264.3333333333333,0.0,1.0,0.0,0.0,0.0
89.199.202.113,7,0.02851904664901202,7,44.714285714285715,11819.57142857143,82737,0.5714285714285714,0.0,0.5714285714285714,0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0
89.198.193.18,7,0.02851904664901202,7,12.0,3908.1428571428573,27357,0.0,0.0,0.0,0,0.0,232.83333333333334,0.0,1.0,0.0,0.0,0.0
89.198.124.86,7,0.02851904664901202,7,12.0,4391.857142857143,30743,0.0,0.0,0.0,0,0.0,88.5,0.0,1.0,0.0,0.0,0.0
5.78.41.82,7,0.02851904664901202,1,32.0,0.0,0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0
37.27.1.15,7,0.02851904664901202,6,25.571428571428573,16483.0,115381,0.7142857142857143,0.0,0.7142857142857143,0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0
54.36.148.11,7,0.02851904664901202,7,72.85714285714286,34197.142857142855,239380,0.0,0.0,0.0,0,0.0,1454.1666666666667,67.0,1.0,0.0,0.0,0.0
54.36.148.106,7,0.02851904664901202,7,75.71428571428571,23604.714285714286,165233,0.0,0.0,0.0,0,0.0,1733.5,39.0,1.0,0.0,0.0,0.0
54.36.148.105,7,0.02851904664901202,7,78.42857142857143,18664.428571428572,130651,0.0,0.0,0.0,0,0.0,2115.1666666666665,368.0,1.0,0.0,0.0,0.0
54.36.148.102,7,0.02851904664901202,7,86.71428571428571,29890.714285714286,209235,0.0,0.0,0.0,0,0.0,2051.5,30.0,1.0,0.0,0.0,0.0
5.213.208.9,7,0.02851904664901202,7,74.85714285714286,11550.857142857143,80856,0.0,0.0,0.0,0,0.0,0.8333333333333334,0.0,1.0,0.0,0.0,0.0
5.212.69.240,7,0.02851904664901202,6,31.714285714285715,9056.57142857143,63396,0.0,0.0,0.0,0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
54.36.148.132,7,0.02851904664901202,7,63.142857142857146,33159.857142857145,232119,0.0,0.0,0.0,0,0.0,1914.1666666666667,300.0,1.0,0.0,0.0,0.0
31.56.218.141,7,0.02851904664901202,7,12.0,4311.142857142857,30178,0.0,0.0,0.0,0,0.0,343.8333333333333,2.0,1.0,0.0,0.0,0.0
5.122.153.203,7,0.02851904664901202,7,12.0,4730.142857142857,33111,0.0,0.0,0.0,0,0.0,189.5,3.0,1.0,0.0,0.0,0.0
5.120.84.248,7,0.02851904664901202,7,34.714285714285715,5908.428571428572,41359,0.0,0.0,0.0,0,0.0,2.3333333333333335,0.0,1.0,0.0,0.0,0.0
5.120.68.56,7,0.02851904664901202,7,52.57142857142857,11289.57142857143,79027,0.0,0.0,0.0,0,0.0,1.8333333333333333,0.0,1.0,0.0,0.0,0.0
54.36.148.125,7,0.02851904664901202,7,79.42857142857143,24134.285714285714,168940,0.0,0.0,0.0,0,0.0,2343.5,187.0,1.0,0.0,0.0,0.0
54.36.148.123,7,0.02851904664901202,7,63.142857142857146,23826.428571428572,166785,0.0,0.0,0.0,0,0.0,1871.3333333333333,172.0,1.0,0.0,0.0,0.0
